時刻,四日市霞発電所,大分 第２発電所,水島製油所　B工場,田原バイオマス発電所,相生バイオマス発電所,福島いわきバイオマス発電所,鹿島発電所,麻里布 第２発電所
2025/3/31 14:00,161000,0,20046,,169984,0,81000,0
2025/3/31 15:00,161000,0,20073,,180317,0,81000,0
2025/3/31 16:00,163000,0,20066,,183983,0,81000,0
2025/3/31 17:00,157000,0,20083,,184994,0,81000,0
2025/3/31 18:00,142000,0,20100,,181616,0,81000,0
2025/3/31 19:00,112000,0,20143,,182474,0,82000,0
2025/3/31 20:00,100000,0,20556,,185988,0,81000,0
2025/3/31 21:00,100000,0,20763,,185389,0,81000,0
2025/3/31 22:00,94000,0,20865,,179576,0,81000,0
2025/3/31 23:00,46000,0,20421,,180478,0,81000,0
2025/4/1 0:00,20000,0,20185,,183551,0,81000,0
2025/4/1 1:00,0,0,21137,,184212,0,81000,0
2025/4/1 2:00,0,0,21119,,179579,0,81000,0
2025/4/1 3:00,0,0,21139,,179571,0,81000,0
2025/4/1 4:00,0,0,21174,,185691,0,81000,0
2025/4/1 5:00,0,0,21152,,185391,0,81000,0
2025/4/1 6:00,0,0,21167,,179732,0,81000,0
2025/4/1 7:00,0,0,21181,,185059,0,81000,0
2025/4/1 8:00,0,0,21177,,184894,0,82000,0
2025/4/1 9:00,0,0,21167,,184911,0,81000,0
2025/4/1 10:00,0,0,21178,,181499,0,82000,0
2025/4/1 11:00,0,0,21094,,182768,0,81000,0
2025/4/1 12:00,0,0,21063,,185816,0,80000,0
2025/4/1 13:00,0,0,21273,,186147,0,77000,0
2025/4/1 14:00,0,0,21515,,182003,0,76000,0
2025/4/1 15:00,0,0,22023,,186685,0,76000,0
2025/4/1 16:00,0,0,22500,,186462,0,77000,0
2025/4/1 17:00,0,0,22348,,185472,0,76000,0
2025/4/1 18:00,0,0,22017,,182990,0,76000,0
2025/4/1 19:00,0,0,21530,,183625,0,76000,0
2025/4/1 20:00,0,0,21630,,186344,0,76000,0
2025/4/1 21:00,0,0,21644,,185673,0,76000,0
2025/4/1 22:00,0,0,21640,,179237,0,76000,0
2025/4/1 23:00,0,0,21636,,181892,0,76000,0
2025/4/2 0:00,0,0,21613,,183369,0,76000,0
2025/4/2 1:00,0,0,22665,,183386,0,76000,0
2025/4/2 2:00,0,0,22640,,181118,0,76000,0
2025/4/2 3:00,0,0,22660,,183153,0,76000,0
2025/4/2 4:00,0,0,22661,,184986,0,75000,0
2025/4/2 5:00,0,0,22678,,183631,0,76000,0
2025/4/2 6:00,0,0,22682,,181647,0,75000,0
2025/4/2 7:00,0,0,22693,,185097,0,76000,0
2025/4/2 8:00,0,0,22725,,184273,0,76000,0
2025/4/2 9:00,0,0,22788,,184406,0,75000,0
2025/4/2 10:00,0,0,22771,,185450,0,74000,0
2025/4/2 11:00,0,0,22751,,185157,0,71000,0
2025/4/2 12:00,0,0,22659,,185389,0,71000,0
2025/4/2 13:00,0,0,22652,,185504,0,71000,0
2025/4/2 14:00,0,0,22636,,181310,0,71000,0
2025/4/2 15:00,0,0,22610,,181970,0,71000,0
2025/4/2 16:00,0,0,22641,,184712,0,72000,0
2025/4/2 17:00,0,0,22862,,183033,0,71000,0
2025/4/2 18:00,0,0,23044,,179742,0,72000,0
2025/4/2 19:00,0,0,22680,,181996,0,71000,0
2025/4/2 20:00,0,0,22657,,183897,0,71000,0
2025/4/2 21:00,0,0,22710,,182848,0,71000,0
2025/4/2 22:00,0,0,22708,,181266,0,71000,0
2025/4/2 23:00,0,0,22686,,183910,0,71000,0
2025/4/3 0:00,0,0,22697,,184258,0,71000,0
2025/4/3 1:00,0,0,22682,,184476,0,71000,0
2025/4/3 2:00,0,0,22726,,181988,0,72000,0
2025/4/3 3:00,0,0,22709,,182724,0,71000,0
2025/4/3 4:00,0,0,22733,,184854,0,72000,0
2025/4/3 5:00,0,0,22759,,183585,0,71000,0
2025/4/3 6:00,0,0,22759,,182723,0,71000,0
2025/4/3 7:00,0,0,22715,,185527,0,72000,0
2025/4/3 8:00,0,0,32544,,184669,0,71000,0
2025/4/3 9:00,0,0,45244,,184532,0,72000,0
2025/4/3 10:00,0,0,45198,,182993,0,71000,0
2025/4/3 11:00,0,0,45076,,184484,0,71000,0
2025/4/3 12:00,0,0,45088,,183295,0,71000,0
2025/4/3 13:00,0,0,45119,,181976,0,71000,0
2025/4/3 14:00,0,0,45140,,182528,0,72000,0
2025/4/3 15:00,0,0,45166,,186964,0,72000,0
2025/4/3 16:00,0,0,45182,,185084,0,72000,0
2025/4/3 17:00,0,0,45155,,184413,0,72000,0
2025/4/3 18:00,0,0,45169,,182574,0,72000,0
2025/4/3 19:00,0,0,45184,,183641,4400,72000,0
2025/4/3 20:00,0,0,45090,,185286,17600,72000,0
2025/4/3 21:00,0,0,45151,,180429,27200,71000,0
2025/4/3 22:00,0,0,45237,,182656,27600,71000,0
2025/4/3 23:00,0,0,45216,,185380,27600,72000,0
2025/4/4 0:00,0,0,45250,,184766,27600,71000,0
2025/4/4 1:00,0,0,45268,,184602,27200,71000,0
2025/4/4 2:00,0,0,45299,,182525,37200,71000,0
2025/4/4 3:00,0,0,45252,,182312,58800,71000,0
2025/4/4 4:00,0,0,45228,,185177,68000,71000,0
2025/4/4 5:00,0,0,45191,,184714,82000,71000,0
2025/4/4 6:00,0,0,45542,,182936,92800,71000,0
2025/4/4 7:00,0,0,45754,,185490,97200,71000,0
2025/4/4 8:00,0,0,45282,,184127,102800,71000,0
2025/4/4 9:00,0,0,45255,,184856,102800,72000,0
2025/4/4 10:00,0,0,46235,,181986,102400,70000,0
2025/4/4 11:00,0,0,47201,,183072,102000,69000,0
2025/4/4 12:00,0,0,47154,,186426,102400,69000,0
2025/4/4 13:00,0,0,47156,,185107,102000,69000,0
2025/4/4 14:00,0,0,47173,,179040,102800,70000,0
2025/4/4 15:00,0,0,47131,,181879,95600,69000,0
2025/4/4 16:00,0,0,47175,,182581,91600,70000,0
2025/4/4 17:00,0,0,47148,,184529,87600,70000,0
2025/4/4 18:00,0,0,46556,,182862,54400,70000,0
2025/4/4 19:00,0,0,23545,,182569,75600,69000,0
2025/4/4 20:00,0,0,23517,,185357,94800,69000,0
2025/4/4 21:00,0,0,23536,,184554,100400,69000,0
2025/4/4 22:00,0,0,23554,,182192,103200,69000,0
2025/4/4 23:00,0,0,23374,,184651,102800,69000,0
2025/4/5 0:00,0,0,23197,,184553,102800,70000,0
2025/4/5 1:00,0,0,23798,,185145,103200,70000,0
2025/4/5 2:00,0,0,23552,,183380,102800,69000,0
2025/4/5 3:00,0,0,23742,,182916,103200,70000,0
2025/4/5 4:00,0,0,23617,,185608,102800,69000,0
2025/4/5 5:00,0,0,23589,,185043,102800,70000,0
2025/4/5 6:00,0,0,23603,,183031,103200,70000,0
2025/4/5 7:00,0,0,23589,,184445,102800,70000,0
2025/4/5 8:00,0,0,23574,,185476,103200,69000,0
2025/4/5 9:00,0,0,23532,,185164,102800,69000,0
2025/4/5 10:00,0,0,23471,,182576,102800,69000,0
2025/4/5 11:00,0,0,23427,,179440,102000,70000,0
2025/4/5 12:00,0,0,23362,,185270,102000,70000,0
2025/4/5 13:00,0,0,22954,,185662,101600,71000,0
2025/4/5 14:00,0,0,23238,,181927,102000,71000,0
2025/4/5 15:00,0,0,23658,,180821,102000,71000,0
2025/4/5 16:00,0,0,23250,,185701,102000,71000,0
2025/4/5 17:00,0,0,22707,,185161,102000,71000,0
2025/4/5 18:00,0,0,22306,,182196,102000,70000,0
2025/4/5 19:00,0,0,23513,,182670,102800,70000,0
2025/4/5 20:00,0,0,22944,,185844,102800,70000,0
2025/4/5 21:00,0,0,23510,,185006,102800,70000,0
2025/4/5 22:00,0,0,23508,,182724,102800,70000,0
2025/4/5 23:00,0,0,23496,,185521,102800,70000,0
2025/4/6 0:00,0,0,23470,,184846,102800,70000,0
2025/4/6 1:00,0,0,23467,,184836,103200,70000,0
2025/4/6 2:00,0,0,23454,,177447,102800,70000,0
2025/4/6 3:00,0,0,23491,,181475,103200,70000,0
2025/4/6 4:00,0,0,23328,,186206,102800,70000,0
2025/4/6 5:00,0,0,23504,,185282,103200,70000,0
2025/4/6 6:00,0,0,23481,,182376,102800,70000,0
2025/4/6 7:00,0,0,23569,,184722,103200,70000,0
2025/4/6 8:00,0,0,23460,,185428,102800,70000,0
2025/4/6 9:00,0,0,23410,,186499,102800,70000,0
2025/4/6 10:00,0,0,22888,,168459,101600,70000,0
2025/4/6 11:00,0,0,22553,,153624,102000,70000,0
2025/4/6 12:00,0,0,22079,,152421,101600,70000,0
2025/4/6 13:00,0,0,23010,,150529,102000,70000,0
2025/4/6 14:00,0,0,23382,,146501,102000,70000,0
2025/4/6 15:00,0,0,23400,,157876,101600,70000,0
2025/4/6 16:00,0,0,23424,,184229,102400,70000,0
2025/4/6 17:00,0,0,23464,,187182,102800,70000,0
2025/4/6 18:00,0,0,23488,,176426,103200,70000,0
2025/4/6 19:00,0,0,23734,,181111,102800,70000,0
2025/4/6 20:00,0,0,23277,,183601,103200,70000,0
2025/4/6 21:00,0,0,23066,,183815,102800,70000,0
2025/4/6 22:00,0,0,23553,,181184,102800,70000,0
2025/4/6 23:00,0,0,23531,,186477,103200,70000,0
2025/4/7 0:00,0,0,23525,,183348,102800,70000,0
2025/4/7 1:00,0,0,23453,,185767,103200,71000,0
2025/4/7 2:00,0,0,23060,,183451,102800,70000,0
2025/4/7 3:00,0,0,23277,,183572,102800,71000,0
2025/4/7 4:00,0,0,23320,,186110,103200,70000,0
2025/4/7 5:00,0,0,22576,,185686,102800,70000,0
2025/4/7 6:00,0,0,22008,,184310,102800,71000,0
2025/4/7 7:00,0,0,22933,,185995,103200,71000,0
2025/4/7 8:00,0,0,23318,,186264,102800,71000,0
2025/4/7 9:00,0,0,23417,,186608,103200,71000,0
2025/4/7 10:00,0,0,23103,,183578,102000,71000,0
2025/4/7 11:00,0,0,22499,,182808,102400,70000,0
2025/4/7 12:00,0,0,22813,,167179,102400,71000,0
2025/4/7 13:00,0,0,22996,,151053,102800,71000,0
2025/4/7 14:00,0,0,23191,,158083,102400,71000,0
2025/4/7 15:00,0,0,23322,,180281,102800,71000,0
2025/4/7 16:00,0,0,23319,,184670,102800,71000,0
2025/4/7 17:00,0,0,23129,,184179,102800,71000,0
2025/4/7 18:00,0,0,23030,,183137,102800,71000,0
2025/4/7 19:00,0,0,22980,,184255,103200,70000,0
2025/4/7 20:00,0,0,22723,,184262,102800,70000,0
2025/4/7 21:00,0,0,21577,,182584,103200,70000,0
2025/4/7 22:00,0,0,21615,,179955,102000,70000,0
2025/4/7 23:00,0,0,21315,,184822,102000,70000,0
2025/4/8 0:00,0,0,21137,,185093,102000,70000,0
2025/4/8 1:00,0,0,21757,,183578,102000,70000,0
2025/4/8 2:00,0,0,21806,,182531,102000,70000,0
2025/4/8 3:00,0,0,23047,,183273,102400,70000,0
2025/4/8 4:00,0,0,22842,,184934,102400,71000,0
2025/4/8 5:00,0,0,22885,,181338,103200,71000,0
2025/4/8 6:00,0,0,22500,,187478,103200,71000,0
2025/4/8 7:00,0,0,23108,,179817,102800,71000,0
2025/4/8 8:00,0,0,23123,,183037,102800,71000,0
2025/4/8 9:00,0,0,22878,,184144,102400,71000,0
2025/4/8 10:00,0,0,21949,,182251,102400,70000,0
2025/4/8 11:00,0,0,20850,,183342,102400,73000,0
2025/4/8 12:00,0,0,21173,,185892,102400,73000,0
2025/4/8 13:00,0,0,20726,,172961,102400,73000,0
2025/4/8 14:00,0,0,21344,,174815,102400,73000,0
2025/4/8 15:00,0,0,21741,,181413,102400,73000,0
2025/4/8 16:00,0,0,22374,,185468,102000,73000,0
2025/4/8 17:00,0,0,21724,,184849,102400,73000,0
2025/4/8 18:00,0,0,21146,,183725,102800,73000,0
2025/4/8 19:00,0,0,22791,,182875,102400,73000,0
2025/4/8 20:00,0,0,23135,,185205,102400,73000,0
2025/4/8 21:00,0,0,22887,,183377,102400,73000,0
2025/4/8 22:00,0,0,23314,,182235,102800,73000,0
2025/4/8 23:00,0,0,23521,,184520,102800,73000,0
2025/4/9 0:00,0,0,23510,,183838,103200,73000,0
2025/4/9 1:00,0,0,23504,,182628,102800,73000,0
2025/4/9 2:00,0,0,23531,,180487,102400,73000,0
2025/4/9 3:00,0,0,23553,,180500,102400,74000,0
2025/4/9 4:00,0,0,23543,,183127,102400,73000,0
2025/4/9 5:00,0,0,23027,,184227,102400,73000,0
2025/4/9 6:00,0,0,23008,,182360,102800,73000,0
2025/4/9 7:00,0,0,23027,,182069,102400,73000,0
2025/4/9 8:00,0,0,22612,,183142,102800,73000,0
2025/4/9 9:00,0,0,22695,,183999,102800,73000,0
2025/4/9 10:00,0,0,19985,,182239,98800,73000,0
2025/4/9 11:00,0,0,19406,,183531,74800,74000,0
2025/4/9 12:00,0,0,19684,,185510,65600,74000,0
2025/4/9 13:00,0,0,21799,,184514,64800,75000,0
2025/4/9 14:00,0,0,21294,,182710,65200,75000,0
2025/4/9 15:00,0,0,19938,,185457,78400,76000,0
2025/4/9 16:00,0,0,22348,,178036,98400,75000,0
2025/4/9 17:00,0,0,22081,,181331,102800,75000,0
2025/4/9 18:00,0,0,22239,,182786,103200,75000,0
2025/4/9 19:00,0,0,22120,,183557,102800,75000,0
2025/4/9 20:00,0,0,21190,,182794,103200,75000,0
2025/4/9 21:00,0,0,21287,,182602,102800,75000,0
2025/4/9 22:00,0,0,21089,,181803,103200,74000,0
2025/4/9 23:00,0,0,21814,,183991,103200,75000,0
2025/4/10 0:00,0,0,22084,,184804,103200,74000,0
2025/4/10 1:00,0,0,21936,,184269,102800,74000,0
2025/4/10 2:00,0,0,21888,,181565,103200,74000,0
2025/4/10 3:00,0,0,22077,,177244,103200,74000,0
2025/4/10 4:00,0,0,22263,,180554,102800,74000,0
2025/4/10 5:00,0,0,21871,,182550,103200,74000,0
2025/4/10 6:00,0,0,20926,,181028,103200,74000,0
2025/4/10 7:00,0,0,22159,,182075,102800,74000,0
2025/4/10 8:00,0,0,22653,,183059,103200,74000,0
2025/4/10 9:00,0,0,22776,,182629,102800,74000,0
2025/4/10 10:00,0,0,22922,,180076,102800,72000,0
2025/4/10 11:00,0,0,22452,,180022,102800,67000,0
2025/4/10 12:00,0,0,21153,,183648,102800,66000,0
2025/4/10 13:00,0,0,21451,,183209,102800,66000,0
2025/4/10 14:00,0,0,20754,,182396,102800,66000,0
2025/4/10 15:00,0,0,21109,,182920,102800,67000,0
2025/4/10 16:00,0,0,22443,,183675,102400,77000,0
2025/4/10 17:00,0,0,22642,,183797,102800,78000,0
2025/4/10 18:00,0,0,22641,,180820,102800,78000,0
2025/4/10 19:00,0,0,22610,,181564,102800,78000,0
2025/4/10 20:00,0,0,22545,,182953,102800,78000,0
2025/4/10 21:00,0,0,22573,,182680,103200,78000,0
2025/4/10 22:00,0,0,22566,,180923,102800,78000,0
2025/4/10 23:00,0,0,22035,,183882,103200,78000,0
2025/4/11 0:00,0,0,21385,,182539,102800,79000,0
2025/4/11 1:00,0,0,22655,,182477,102800,79000,0
2025/4/11 2:00,0,0,22712,,181459,102800,79000,0
2025/4/11 3:00,0,0,22682,,181131,103200,79000,0
2025/4/11 4:00,0,0,22568,,182688,102800,79000,0
2025/4/11 5:00,0,0,22608,,182595,102800,79000,0
2025/4/11 6:00,0,0,22612,,180276,102800,78000,0
2025/4/11 7:00,0,0,22619,,183509,102800,78000,0
2025/4/11 8:00,0,0,22627,,182742,102800,78000,0
2025/4/11 9:00,0,0,22673,,182241,102800,78000,0
2025/4/11 10:00,0,0,22681,,178356,102800,78000,0
2025/4/11 11:00,0,0,22658,,178821,102800,78000,0
2025/4/11 12:00,0,0,22572,,181231,102800,78000,0
2025/4/11 13:00,0,0,22518,,182113,102800,78000,0
2025/4/11 14:00,0,0,22550,,179281,102800,78000,0
2025/4/11 15:00,0,0,22519,,183977,102800,78000,0
2025/4/11 16:00,0,0,22546,,184196,102800,78000,0
2025/4/11 17:00,0,0,22528,,183375,102400,78000,0
2025/4/11 18:00,0,0,22574,,181608,103200,78000,0
2025/4/11 19:00,0,0,22550,,181710,102800,78000,11000
2025/4/11 20:00,0,0,22548,,185097,102800,78000,52000
2025/4/11 21:00,0,0,22534,,182430,102800,79000,64000
2025/4/11 22:00,0,0,22534,,181495,103200,78000,82000
2025/4/11 23:00,0,0,22530,,183741,102800,79000,104000
2025/4/12 0:00,0,0,22522,,182922,102800,79000,103000
2025/4/12 1:00,0,0,22526,,182138,103200,79000,106000
2025/4/12 2:00,0,0,22531,,177966,102800,79000,104000
2025/4/12 3:00,0,0,22530,,180256,102800,79000,102000
2025/4/12 4:00,0,0,22559,,176793,103200,79000,104000
2025/4/12 5:00,0,0,22583,,179587,102800,79000,105000
2025/4/12 6:00,0,0,22603,,180147,102800,79000,103000
2025/4/12 7:00,0,0,22594,,181978,102800,79000,102000
2025/4/12 8:00,0,0,22572,,182605,102800,79000,101000
2025/4/12 9:00,0,0,22533,,181164,89200,79000,98000
2025/4/12 10:00,0,0,22524,,152377,67200,79000,100000
2025/4/12 11:00,0,0,21804,,150347,64800,79000,100000
2025/4/12 12:00,0,0,21300,,149111,64800,79000,104000
2025/4/12 13:00,0,0,22434,,148086,64800,79000,99000
2025/4/12 14:00,0,0,22481,,146712,64800,79000,101000
2025/4/12 15:00,0,0,22506,,164353,64800,79000,101000
2025/4/12 16:00,0,0,22564,,182139,80000,79000,101000
2025/4/12 17:00,0,0,22550,,184566,100400,79000,100000
2025/4/12 18:00,0,0,22560,,180343,102800,79000,102000
2025/4/12 19:00,0,0,22734,,180610,102800,79000,103000
2025/4/12 20:00,0,0,22541,,183581,102800,79000,103000
2025/4/12 21:00,0,0,22526,,182801,103200,79000,102000
2025/4/12 22:00,0,0,22576,,181119,102800,79000,101000
2025/4/12 23:00,0,0,22542,,183489,103200,79000,101000
2025/4/13 0:00,0,0,22514,,183263,102800,79000,102000
2025/4/13 1:00,0,0,22546,,183288,103200,79000,104000
2025/4/13 2:00,0,0,22542,,181444,102800,79000,101000
2025/4/13 3:00,0,0,22545,,180711,103200,79000,103000
2025/4/13 4:00,0,0,22549,,182946,102400,79000,102000
2025/4/13 5:00,0,0,22352,,182806,102800,79000,102000
2025/4/13 6:00,0,0,22345,,180786,102800,79000,102000
2025/4/13 7:00,0,0,22573,,184217,103200,79000,102000
2025/4/13 8:00,0,0,22520,,183278,102800,79000,104000
2025/4/13 9:00,0,0,22542,,183700,102800,79000,103000
2025/4/13 10:00,0,0,22539,,180941,102800,79000,101000
2025/4/13 11:00,0,0,22566,,182565,102800,78000,101000
2025/4/13 12:00,0,0,22547,,184288,102800,78000,105000
2025/4/13 13:00,0,0,22520,,183235,102800,78000,102000
2025/4/13 14:00,0,0,22516,,180798,102800,79000,103000
2025/4/13 15:00,0,0,22508,,183654,102000,79000,103000
2025/4/13 16:00,0,0,22483,,182515,102000,79000,104000
2025/4/13 17:00,0,0,22440,,180938,102000,79000,103000
2025/4/13 18:00,0,0,22464,,178633,102000,79000,103000
2025/4/13 19:00,0,0,22520,,179824,102000,78000,103000
2025/4/13 20:00,0,0,22514,,177239,102000,79000,102000
2025/4/13 21:00,0,0,22571,,179079,102000,79000,102000
2025/4/13 22:00,0,0,22552,,174865,102000,78000,102000
2025/4/13 23:00,0,0,22508,,178350,101600,79000,103000
2025/4/14 0:00,0,0,22606,,177864,102400,78000,103000
2025/4/14 1:00,0,0,22554,,177474,102400,78000,103000
2025/4/14 2:00,0,0,22564,,176886,102800,79000,120000
2025/4/14 3:00,0,0,22573,,177369,103200,79000,132000
2025/4/14 4:00,0,0,22571,,179292,102800,79000,132000
2025/4/14 5:00,0,0,22577,,177946,102800,79000,132000
2025/4/14 6:00,0,0,22622,,176951,103200,78000,133000
2025/4/14 7:00,0,0,22602,,179173,102800,78000,133000
2025/4/14 8:00,0,0,22535,,178486,103200,78000,132000
2025/4/14 9:00,0,0,22522,,178176,102800,78000,131000
2025/4/14 10:00,0,0,22524,,176324,102800,78000,133000
2025/4/14 11:00,0,0,22498,,178559,102400,78000,132000
2025/4/14 12:00,0,0,22169,,179470,102800,78000,132000
2025/4/14 13:00,0,0,21977,,178657,102800,78000,132000
2025/4/14 14:00,0,0,22134,,179298,101600,78000,132000
2025/4/14 15:00,0,0,22124,,176731,102000,78000,132000
2025/4/14 16:00,0,0,22913,,179797,101600,78000,132000
2025/4/14 17:00,0,0,22105,,182946,102000,78000,130000
2025/4/14 18:00,0,0,22122,,182028,102400,78000,117000
2025/4/14 19:00,0,0,22620,,180984,102400,79000,108000
2025/4/14 20:00,0,0,22605,,181819,102400,78000,108000
2025/4/14 21:00,0,0,22608,,180814,102400,79000,109000
2025/4/14 22:00,0,0,22599,,179034,102400,78000,108000
2025/4/14 23:00,0,0,22593,,179163,102400,78000,108000
2025/4/15 0:00,0,0,22585,,182998,102400,78000,109000
2025/4/15 1:00,0,0,22581,,179173,102400,78000,108000
2025/4/15 2:00,0,0,22591,,177287,102400,78000,108000
2025/4/15 3:00,0,0,22583,,179146,102400,79000,109000
2025/4/15 4:00,0,0,22578,,180809,102800,78000,108000
2025/4/15 5:00,0,0,22596,,178995,102800,78000,108000
2025/4/15 6:00,0,0,22618,,180750,102800,78000,109000
2025/4/15 7:00,0,0,22614,,179797,102800,78000,108000
2025/4/15 8:00,0,0,22570,,177106,102800,79000,108000
2025/4/15 9:00,0,0,22591,,179618,102800,79000,109000
2025/4/15 10:00,0,0,22539,,181247,102400,79000,108000
2025/4/15 11:00,0,0,22519,,180694,102400,78000,108000
2025/4/15 12:00,0,0,22522,,180243,102000,78000,109000
2025/4/15 13:00,0,0,22633,,180760,102000,78000,108000
2025/4/15 14:00,0,0,22572,,91431,102400,79000,108000
2025/4/15 15:00,0,0,22556,,0,102400,79000,108000
2025/4/15 16:00,0,0,22569,,0,102000,79000,109000
2025/4/15 17:00,0,0,22582,,0,102400,79000,108000
2025/4/15 18:00,0,0,22589,,0,102800,79000,109000
2025/4/15 19:00,0,0,22595,,0,102800,79000,108000
2025/4/15 20:00,0,0,22575,,0,102800,79000,108000
2025/4/15 21:00,0,0,22583,,0,102000,79000,108000
2025/4/15 22:00,0,0,22588,,0,102000,79000,109000
2025/4/15 23:00,0,0,22570,,0,102000,79000,108000
2025/4/16 0:00,0,0,22596,,0,102000,79000,108000
2025/4/16 1:00,0,0,22576,,0,102000,79000,109000
2025/4/16 2:00,0,0,22593,,0,102000,79000,108000
2025/4/16 3:00,0,0,22590,,0,102400,79000,108000
2025/4/16 4:00,0,0,22620,,0,102400,80000,109000
2025/4/16 5:00,0,0,22615,,0,102400,79000,108000
2025/4/16 6:00,0,0,22641,,0,102800,79000,108000
2025/4/16 7:00,0,0,22612,,0,102400,80000,109000
2025/4/16 8:00,0,0,21483,,0,100800,79000,108000
2025/4/16 9:00,0,0,22506,,0,85200,80000,108000
2025/4/16 10:00,0,0,22552,,0,65200,80000,109000
2025/4/16 11:00,0,0,22528,,0,63200,79000,108000
2025/4/16 12:00,0,0,22488,,0,62400,79000,108000
2025/4/16 13:00,0,0,22438,,0,62400,79000,108000
2025/4/16 14:00,0,0,22502,,0,61600,79000,109000
2025/4/16 15:00,0,0,22477,,0,61600,79000,108000
2025/4/16 16:00,0,0,22498,,0,63600,79000,108000
2025/4/16 17:00,0,0,22431,,0,88400,79000,109000
2025/4/16 18:00,0,0,22425,,0,98400,79000,108000
2025/4/16 19:00,0,0,22466,,0,102400,79000,108000
2025/4/16 20:00,0,0,22444,,0,102800,79000,109000
2025/4/16 21:00,0,0,22445,,0,102400,79000,108000
2025/4/16 22:00,0,0,22046,,0,102800,78000,108000
2025/4/16 23:00,0,0,22091,,0,102400,79000,109000
2025/4/17 0:00,0,0,22128,,0,102800,78000,108000
2025/4/17 1:00,0,0,22273,,0,102800,78000,108000
2025/4/17 2:00,0,0,21885,,0,103200,78000,109000
2025/4/17 3:00,0,0,21155,,0,102800,78000,108000
2025/4/17 4:00,0,0,22018,,0,102800,78000,108000
2025/4/17 5:00,0,0,22480,,0,103200,78000,109000
2025/4/17 6:00,0,0,22525,,0,100400,78000,108000
2025/4/17 7:00,0,0,22495,,0,79200,78000,108000
2025/4/17 8:00,0,0,22479,,0,63600,78000,109000
2025/4/17 9:00,0,0,22451,,0,62400,79000,108000
2025/4/17 10:00,0,0,22424,,0,61600,78000,108000
2025/4/17 11:00,0,0,21899,,0,61600,78000,109000
2025/4/17 12:00,0,0,21719,,0,61200,78000,97000
2025/4/17 13:00,0,0,21933,,0,61200,77000,80000
2025/4/17 14:00,0,0,21563,,0,60800,77000,80000
2025/4/17 15:00,0,0,21780,,0,60800,78000,73000
2025/4/17 16:00,0,0,21839,,0,71200,78000,59000
2025/4/17 17:00,0,0,21939,,0,92800,78000,60000
2025/4/17 18:00,0,0,22218,,0,102400,78000,60000
2025/4/17 19:00,0,0,22467,,0,103200,78000,61000
2025/4/17 20:00,0,0,22477,,0,102800,78000,60000
2025/4/17 21:00,0,0,22257,,0,102400,78000,88000
2025/4/17 22:00,0,0,21673,,0,102800,78000,108000
2025/4/17 23:00,0,0,22282,,0,102400,79000,108000
2025/4/18 0:00,0,0,22485,,0,102400,78000,109000
2025/4/18 1:00,0,0,22481,,0,102000,78000,108000
2025/4/18 2:00,0,0,22474,,0,102400,79000,108000
2025/4/18 3:00,0,0,22497,,0,102400,79000,109000
2025/4/18 4:00,0,0,22489,,0,102800,79000,108000
2025/4/18 5:00,0,0,22509,,13048,102400,78000,108000
2025/4/18 6:00,0,0,22520,,28813,102400,78000,109000
2025/4/18 7:00,0,0,22509,,45916,102800,79000,108000
2025/4/18 8:00,0,0,22487,,86321,102800,78000,109000
2025/4/18 9:00,0,0,22456,,95886,102800,78000,108000
2025/4/18 10:00,0,0,22430,,114063,102800,79000,108000
2025/4/18 11:00,0,0,22432,,137811,99600,79000,109000
2025/4/18 12:00,0,0,21721,,137552,74000,79000,108000
2025/4/18 13:00,0,0,21878,,143222,62800,79000,108000
2025/4/18 14:00,0,0,22253,,170393,63200,79000,109000
2025/4/18 15:00,0,0,22038,,180036,77600,79000,108000
2025/4/18 16:00,0,0,21638,,181970,98000,79000,108000
2025/4/18 17:00,0,0,21234,,185150,102800,79000,109000
2025/4/18 18:00,0,0,22463,,184488,102400,79000,108000
2025/4/18 19:00,0,0,22601,,184228,102400,79000,109000
2025/4/18 20:00,0,0,22501,,186293,102800,79000,108000
2025/4/18 21:00,0,0,22477,,185572,102400,79000,108000
2025/4/18 22:00,0,0,22493,,183759,102800,79000,109000
2025/4/18 23:00,0,0,22464,,185197,102400,79000,108000
2025/4/19 0:00,0,0,22454,,185743,102800,79000,108000
2025/4/19 1:00,0,0,22455,,185710,102400,79000,109000
2025/4/19 2:00,0,0,22467,,184005,102800,79000,108000
2025/4/19 3:00,0,0,22475,,185055,102800,79000,109000
2025/4/19 4:00,0,0,22448,,186650,102400,79000,108000
2025/4/19 5:00,0,0,22497,,185509,102400,79000,108000
2025/4/19 6:00,0,0,22462,,184370,102000,79000,109000
2025/4/19 7:00,0,0,22440,,186613,86800,79000,108000
2025/4/19 8:00,0,0,22460,,185491,65200,79000,108000
2025/4/19 9:00,0,0,22422,,183746,63600,79000,109000
2025/4/19 10:00,0,0,22512,,153912,62400,79000,108000
2025/4/19 11:00,0,0,20579,,139542,62000,78000,109000
2025/4/19 12:00,0,0,17668,,138395,61600,79000,108000
2025/4/19 13:00,0,0,18858,,139930,60800,79000,108000
2025/4/19 14:00,0,0,19448,,138082,60800,79000,109000
2025/4/19 15:00,0,0,21328,,171273,60000,79000,108000
2025/4/19 16:00,0,0,18952,,182309,72400,79000,108000
2025/4/19 17:00,0,0,13576,,184971,91200,79000,109000
2025/4/19 18:00,0,0,13608,,182666,98800,79000,108000
